X,Y,OBJECTID,COUNTY,DESCRIPTION_BSL,DIRECTION_OP,DLAT_GIS,DLONG_GIS,LINE,MUNICIPALITY,STOP_NUM,STOP_TYPE,STREET_DIR,HEADING
-8235123.3732,4994223.1356,1023,Bergen,RT-4 AT BROAD AVE,Ou,40.87703,-73.97739,175,ENGLEWOOD,11607,FS,W,307
-8235123.3732,4994223.1356,1024,Bergen,RT-4 AT BROAD AVE,Ou,40.87703,-73.97739,178,ENGLEWOOD,11607,FS,W,307
-8235373.1998,4994412.4986,1025,Bergen,RT-4 AT GRAND AVE,Ou,40.87833,-73.97962,171,ENGLEWOOD,11608,NS,W,305
-8235373.1998,4994412.4986,1026,Bergen,RT-4 AT GRAND AVE,Ou,40.87833,-73.97962,175,ENGLEWOOD,11608,NS,W,305
-8235544.7894,4994719.4144,1027,Bergen,VAN NOSTRAND AVE AT GRAND AVE,Ou,40.88046,-73.98112,166,ENGLEWOOD,11629,MB,E,124
-8235544.7894,4994719.4144,1028,Bergen,VAN NOSTRAND AVE AT GRAND AVE,Ou,40.88046,-73.98112,178,ENGLEWOOD,11629,MB,E,124
-8235544.7894,4994719.4144,1029,Bergen,VAN NOSTRAND AVE AT GRAND AVE,Ou,40.88046,-73.98112,756,ENGLEWOOD,11629,MB,E,124
-8235037.7645,4994342.1863,1030,Bergen,VAN NOSTRAND AVE AT BROAD AVE,Ou,40.8779,-73.97656,166,ENGLEWOOD,11630,NS,E,126
-8235037.7645,4994342.1863,1031,Bergen,VAN NOSTRAND AVE AT BROAD AVE,Ou,40.8779,-73.97656,756,ENGLEWOOD,11630,NS,E,126
-8235049.4896,4994381.2859,1032,Bergen,VAN NOSTRAND AVE AT BROAD AVE,In,40.8781,-73.97673,166,ENGLEWOOD,11631,FS,W,306
-8235049.4896,4994381.2859,1033,Bergen,VAN NOSTRAND AVE AT BROAD AVE,In,40.8781,-73.97673,756,ENGLEWOOD,11631,FS,W,306
-8232418.2946,4994872.4308,1034,Bergen,PALISADE AVE AT FLOYD ST,In,40.88149,-73.95304,186,ENGLEWOOD CLIFFS,11637,NS,E,127
-8232383.4312,4994875.6975,1035,Bergen,PALISADE AVE AT FLOYD ST,Ou,40.88145,-73.95279,186,ENGLEWOOD CLIFFS,11638,NS,W,308
-8232705.6487,4995119.5793,1036,Bergen,PALISADE AVE AT SUMMIT ST,Ou,40.88311,-73.95568,186,ENGLEWOOD CLIFFS,11639,NS,W,307
-8233098.0494,4992751.6861,1037,Bergen,SYLVAN AVE AT BAYVIEW AVE,Ou,40.86707,-73.95921,156,ENGLEWOOD CLIFFS,11640,NS,N,35
-8233098.0494,4992751.6861,1038,Bergen,SYLVAN AVE AT BAYVIEW AVE,Ou,40.86707,-73.95921,186,ENGLEWOOD CLIFFS,11640,NS,N,35
-8233098.0494,4992751.6861,1039,Bergen,SYLVAN AVE AT BAYVIEW AVE,Ou,40.86707,-73.95921,756,ENGLEWOOD CLIFFS,11640,NS,N,35
-8232776.6988,4993183.882,1040,Bergen,US-9W AT MIDDLESEX AVE,Ou,40.87,-73.95631,156,ENGLEWOOD CLIFFS,11641,FS,N,39
-8232776.6988,4993183.882,1041,Bergen,US-9W AT MIDDLESEX AVE,Ou,40.87,-73.95631,186,ENGLEWOOD CLIFFS,11641,FS,N,39
-8232776.6988,4993183.882,1042,Bergen,US-9W AT MIDDLESEX AVE,Ou,40.87,-73.95631,756,ENGLEWOOD CLIFFS,11641,FS,N,39
-8232458.7108,4993609.5861,1043,Bergen,US-9W AT CHARLOTTE PL,Ou,40.87289,-73.95346,156,ENGLEWOOD CLIFFS,11642,NS,N,26
-8232458.7108,4993609.5861,1044,Bergen,US-9W AT CHARLOTTE PL,Ou,40.87289,-73.95346,186,ENGLEWOOD CLIFFS,11642,NS,N,26
-8232458.7108,4993609.5861,1045,Bergen,US-9W AT CHARLOTTE PL,Ou,40.87289,-73.95346,756,ENGLEWOOD CLIFFS,11642,NS,N,26
-8232350.7395,4993916.372,1046,Bergen,US-9W 520'N OF CHARLOTTE PL,Ou,40.87497,-73.95249,156,ENGLEWOOD CLIFFS,11643,MB,N,16
-8232350.7395,4993916.372,1047,Bergen,US-9W 520'N OF CHARLOTTE PL,Ou,40.87497,-73.95249,186,ENGLEWOOD CLIFFS,11643,MB,N,16
-8232350.7395,4993916.372,1048,Bergen,US-9W 520'N OF CHARLOTTE PL,Ou,40.87497,-73.95249,756,ENGLEWOOD CLIFFS,11643,MB,N,16
-8232278.0634,4994426.4719,1049,Bergen,US-9W AT CLENDINEN PL,Ou,40.87843,-73.95184,156,ENGLEWOOD CLIFFS,11644,NS,N,2
-8232278.0634,4994426.4719,1050,Bergen,US-9W AT CLENDINEN PL,Ou,40.87843,-73.95184,186,ENGLEWOOD CLIFFS,11644,NS,N,2
-8232278.0634,4994426.4719,1051,Bergen,US-9W AT CLENDINEN PL,Ou,40.87843,-73.95184,756,ENGLEWOOD CLIFFS,11644,NS,N,2
-8232223.2189,4994663.348,1052,Bergen,RT-9W (SYLVAN AVE) AT PALISADE AVE,Ou,40.88004,-73.95133,156,ENGLEWOOD CLIFFS,11645,NS,N,14
-8232223.2189,4994663.348,1053,Bergen,RT-9W (SYLVAN AVE) AT PALISADE AVE,Ou,40.88004,-73.95133,186,ENGLEWOOD CLIFFS,11645,NS,N,14
-8232223.2189,4994663.348,1054,Bergen,RT-9W (SYLVAN AVE) AT PALISADE AVE,Ou,40.88004,-73.95133,756,ENGLEWOOD CLIFFS,11645,NS,N,14
-8232304.8169,4994386.6082,1055,Bergen,RT-9W (SYLVAN AVE) AT CLENDINEN PL,In,40.87816,-73.95208,156,ENGLEWOOD CLIFFS,11660,FS,S,185
-8232304.8169,4994386.6082,1056,Bergen,RT-9W (SYLVAN AVE) AT CLENDINEN PL,In,40.87816,-73.95208,186,ENGLEWOOD CLIFFS,11660,FS,S,185
-8232304.8169,4994386.6082,1057,Bergen,RT-9W (SYLVAN AVE) AT CLENDINEN PL,In,40.87816,-73.95208,756,ENGLEWOOD CLIFFS,11660,FS,S,185
-8232458.6638,4993669.6525,1058,Bergen,US-9W at CHARLOTTE PL,In,40.87329,-73.95344,156,ENGLEWOOD CLIFFS,11661,NS,S,201
-8232458.6638,4993669.6525,1059,Bergen,US-9W at CHARLOTTE PL,In,40.87329,-73.95344,186,ENGLEWOOD CLIFFS,11661,NS,S,201
-8232458.6638,4993669.6525,1060,Bergen,US-9W at CHARLOTTE PL,In,40.87329,-73.95344,756,ENGLEWOOD CLIFFS,11661,NS,S,201
-8232816.0507,4993172.5043,1061,Bergen,US-9W AT MIDDLESEX AVE,In,40.86992,-73.95666,156,ENGLEWOOD CLIFFS,11662,NS,S,217
-8232816.0507,4993172.5043,1062,Bergen,US-9W AT MIDDLESEX AVE,In,40.86992,-73.95666,186,ENGLEWOOD CLIFFS,11662,NS,S,217
-8232816.0507,4993172.5043,1063,Bergen,US-9W AT MIDDLESEX AVE,In,40.86992,-73.95666,756,ENGLEWOOD CLIFFS,11662,NS,S,217
-8233102.8478,4992785.8887,1064,Bergen,SYLVAN AVE AT BAYVIEW AVE,In,40.86729,-73.95923,156,ENGLEWOOD CLIFFS,11663,NS,S,217
-8233102.8478,4992785.8887,1065,Bergen,SYLVAN AVE AT BAYVIEW AVE,In,40.86729,-73.95923,186,ENGLEWOOD CLIFFS,11663,NS,S,217
-8233102.8478,4992785.8887,1066,Bergen,SYLVAN AVE AT BAYVIEW AVE,In,40.86729,-73.95923,756,ENGLEWOOD CLIFFS,11663,NS,S,217
-8248784.2496,5004196.4984,1067,Bergen,CENTURY RD AT SADDLE RIVER RD,In,40.94473,-74.10008,145,FAIR LAWN,11664,FS,E,-1
-8248784.2496,5004196.4984,1068,Bergen,CENTURY RD AT SADDLE RIVER RD,In,40.94473,-74.10008,164,FAIR LAWN,11664,FS,E,-1
-8248784.2496,5004196.4984,1069,Bergen,CENTURY RD AT SADDLE RIVER RD,In,40.94473,-74.10008,175,FAIR LAWN,11664,FS,E,-1
-8252380.0231,5002886.4898,1070,Bergen,FAIR LAWN AVE AT GEORGE ST,In,40.9359,-74.13241,145,FAIR LAWN,11665,FS,E,67
-8252380.0231,5002886.4898,1071,Bergen,FAIR LAWN AVE AT GEORGE ST,In,40.9359,-74.13241,171,FAIR LAWN,11665,FS,E,67
-8252193.2566,5002952.6332,1072,Bergen,FAIR LAWN AVE AT ARNOLD ST,In,40.93637,-74.13074,145,FAIR LAWN,11666,FS,E,70
-8252193.2566,5002952.6332,1073,Bergen,FAIR LAWN AVE AT ARNOLD ST,In,40.93637,-74.13074,171,FAIR LAWN,11666,FS,E,70
-8251880.8412,5003068.7167,1074,Bergen,FAIR LAWN AVE AT BURBANK ST,In,40.93715,-74.12793,145,FAIR LAWN,11667,FS,E,69
-8251880.8412,5003068.7167,1075,Bergen,FAIR LAWN AVE AT BURBANK ST,In,40.93715,-74.12793,171,FAIR LAWN,11667,FS,E,69
-8251712.9349,5003131.2318,1076,Bergen,FAIR LAWN AVE AT ORCHARD ST,In,40.93757,-74.12642,145,FAIR LAWN,11668,FS,E,69
-8251712.9349,5003131.2318,1077,Bergen,FAIR LAWN AVE AT ORCHARD ST,In,40.93757,-74.12642,171,FAIR LAWN,11668,FS,E,69
-8251397.7755,5003251.6602,1078,Bergen,FAIR LAWN AVE AT CHANDLER DR,In,40.93835,-74.12357,145,FAIR LAWN,11669,FS,E,71
-8251397.7755,5003251.6602,1079,Bergen,FAIR LAWN AVE AT CHANDLER DR,In,40.93835,-74.12357,171,FAIR LAWN,11669,FS,E,71
-8251267.7345,5003296.5037,1080,Bergen,FAIR LAWN AVE AT 20TH ST,In,40.93865,-74.1224,145,FAIR LAWN,11670,FS,E,70
-8251267.7345,5003296.5037,1081,Bergen,FAIR LAWN AVE AT 20TH ST,In,40.93865,-74.1224,171,FAIR LAWN,11670,FS,E,70
-8251247.6377,5003330.0958,1082,Bergen,FAIR LAWN AVE AT POLLITT DR,Ou,40.93884,-74.1222,145,FAIR LAWN,11685,FS,W,248
-8251247.6377,5003330.0958,1083,Bergen,FAIR LAWN AVE AT POLLITT DR,Ou,40.93884,-74.1222,171,FAIR LAWN,11685,FS,W,248
-8251404.9963,5003274.825,1084,Bergen,FAIR LAWN AVE AT CHANDLER DR,Ou,40.93845,-74.12361,145,FAIR LAWN,11686,NS,W,252
-8251404.9963,5003274.825,1085,Bergen,FAIR LAWN AVE AT CHANDLER DR,Ou,40.93845,-74.12361,171,FAIR LAWN,11686,NS,W,252
-8251853.6902,5003104.6737,1086,Bergen,FAIR LAWN AVE AT ELMARY PL,Ou,40.93732,-74.12765,145,FAIR LAWN,11687,FS,W,250
-8251853.6902,5003104.6737,1087,Bergen,FAIR LAWN AVE AT ELMARY PL,Ou,40.93732,-74.12765,171,FAIR LAWN,11687,FS,W,250
-8252040.5462,5003036.5614,1088,Bergen,FAIR LAWN AVE AT ELMWOOD PL,Ou,40.93686,-74.12933,145,FAIR LAWN,11688,NS,W,250
-8252040.5462,5003036.5614,1089,Bergen,FAIR LAWN AVE AT ELMWOOD PL,Ou,40.93686,-74.12933,171,FAIR LAWN,11688,NS,W,250
-8252408.5517,5002900.8648,1090,Bergen,FAIR LAWN AVE AT PARMALEE AVE,Ou,40.93595,-74.13264,145,FAIR LAWN,11689,FS,W,247
-8252408.5517,5002900.8648,1091,Bergen,FAIR LAWN AVE AT PARMALEE AVE,Ou,40.93595,-74.13264,171,FAIR LAWN,11689,FS,W,247
-8253495.0509,5003644.0642,1092,Bergen,MAPLE AVE AT RIVER RD,Ou,40.94104,-74.14243,746,FAIR LAWN,11690,FS,E,63
-8253279.8998,5003985.2986,1093,Bergen,MAPLE AVE AT FOREST ST,Ou,40.94333,-74.14054,746,FAIR LAWN,11691,FS,E,9
-8253238.4308,5004194.0672,1094,Bergen,MAPLE AVE AT HENDERSON BLVD,Ou,40.94475,-74.14018,746,FAIR LAWN,11692,FS,E,10
-8253114.0335,5004544.1689,1095,Bergen,MAPLE AVE AT HEMLOCK AVE,Ou,40.94714,-74.13906,746,FAIR LAWN,11693,FS,E,24
-8252984.1582,5004888.8291,1096,Bergen,MAPLE AVE AT ELM AVE,In,40.94945,-74.13781,746,FAIR LAWN,11694,FS,W,205
-8253201.7068,5004404.1939,1097,Bergen,MAPLE AVE AT HEMLOCK AVE,In,40.94618,-74.13982,746,FAIR LAWN,11695,FS,W,203
-8253283.4339,5004098.6042,1098,Bergen,MAPLE AVE AT HENDERSON BLVD,In,40.94409,-74.1405,746,FAIR LAWN,11696,FS,W,192
-8253317.4262,5003910.4836,1099,Bergen,MAPLE AVE AT FOREST ST,In,40.94281,-74.14078,746,FAIR LAWN,11697,FS,W,191
-8253560.9746,5003636.8659,1100,Bergen,MAPLE AVE AT WAGARAW RD,In,40.94093,-74.14298,746,FAIR LAWN,11698,NS,W,242
-8250015.0481,5000407.4423,1101,Bergen,MIDLAND AVE AT ARCADIA RD,Ou,40.91902,-74.11122,160,FAIR LAWN,11699,FS,N,340
-8250082.7205,5000593.8196,1102,Bergen,MIDLAND AVE AT CAMBRIDGE RD,Ou,40.92029,-74.11181,160,FAIR LAWN,11700,FS,N,340
-8250176.74,5000858.214,1103,Bergen,NORTH MIDLAND AVE & RT-4,Ou,40.92208,-74.11267,160,FAIR LAWN,11701,NS,N,339
-8250138.9878,5000680.2731,1104,Bergen,MIDLAND AVE AT ELLINGTON RD,In,40.9209,-74.11223,160,FAIR LAWN,11702,FS,S,161
-8250073.2128,5000496.7484,1105,Bergen,MIDLAND AVE AT CAMBRIDGE RD,In,40.91966,-74.11162,160,FAIR LAWN,11703,FS,S,160
-8250006.0049,5000309.8833,1106,Bergen,MIDLAND AVE AT ARCADIA RD,In,40.91839,-74.11102,160,FAIR LAWN,11704,FS,S,160
-8252972.998,5001251.5961,1107,Bergen,MORLOT AVE AT CANGER PL,In,40.92482,-74.13774,145,FAIR LAWN,11705,FS,E,71
-8252972.998,5001251.5961,1108,Bergen,MORLOT AVE AT CANGER PL,In,40.92482,-74.13774,171,FAIR LAWN,11705,FS,E,71
-8252777.9662,5001320.5982,1109,Bergen,MORLOT AVE AT ESSEX PL,In,40.92529,-74.13599,145,FAIR LAWN,11706,FS,E,70
-8252777.9662,5001320.5982,1110,Bergen,MORLOT AVE AT ESSEX PL,In,40.92529,-74.13599,171,FAIR LAWN,11706,FS,E,70
-8252565.0851,5001396.7298,1111,Bergen,MORLOT AVE AT 2ND ST,In,40.92579,-74.13407,145,FAIR LAWN,11707,FS,E,70
-8252565.0851,5001396.7298,1112,Bergen,MORLOT AVE AT 2ND ST,In,40.92579,-74.13407,171,FAIR LAWN,11707,FS,E,70
-8252357.2527,5001469.3663,1113,Bergen,MORLOT AVE AT 4TH ST,In,40.9263,-74.13221,145,FAIR LAWN,11708,FS,E,71
-8252357.2527,5001469.3663,1114,Bergen,MORLOT AVE AT 4TH ST,In,40.9263,-74.13221,171,FAIR LAWN,11708,FS,E,71
-8252214.0133,5001520.9878,1115,Bergen,MORLOT AVE AT 6TH ST,In,40.92664,-74.13092,145,FAIR LAWN,11709,NS,E,69
-8252214.0133,5001520.9878,1116,Bergen,MORLOT AVE AT 6TH ST,In,40.92664,-74.13092,171,FAIR LAWN,11709,NS,E,69
-8250339.1359,5002136.7077,1117,Bergen,MORLOT AVE AT PLAZA RD,In,40.9308,-74.11407,145,FAIR LAWN,11710,FS,E,67
-8250339.1359,5002136.7077,1118,Bergen,MORLOT AVE AT PLAZA RD,In,40.9308,-74.11407,164,FAIR LAWN,11710,FS,E,67
-8249662.6439,5002369.5094,1119,Bergen,MORLOT AVE AT VAN SAUN PL,In,40.9324,-74.108,145,FAIR LAWN,11711,NS,E,71
-8249662.6439,5002369.5094,1120,Bergen,MORLOT AVE AT VAN SAUN PL,In,40.9324,-74.108,164,FAIR LAWN,11711,NS,E,71
-8249487.3316,5002429.8491,1121,Bergen,MORLOT AVE AT MCKINLEY ST,In,40.93282,-74.10643,145,FAIR LAWN,11712,FS,E,70
-8249487.3316,5002429.8491,1122,Bergen,MORLOT AVE AT MCKINLEY ST,In,40.93282,-74.10643,164,FAIR LAWN,11712,FS,E,70
-8249015.8573,5002594.8311,1123,Bergen,MORLOT AVE AT DOROTHY ST,In,40.93393,-74.10219,145,FAIR LAWN,11713,FS,E,71
-8249015.8573,5002594.8311,1124,Bergen,MORLOT AVE AT DOROTHY ST,In,40.93393,-74.10219,164,FAIR LAWN,11713,FS,E,71
-8248711.8693,5002700.7617,1125,Bergen,MORLOT AVE 86' W OF JOHN ST.,In,40.93465,-74.09946,145,FAIR LAWN,11714,MB,E,70
-8248711.8693,5002700.7617,1126,Bergen,MORLOT AVE 86' W OF JOHN ST.,In,40.93465,-74.09946,164,FAIR LAWN,11714,MB,E,70
-8248667.2942,5002742.2472,1127,Bergen,MORLOT AVE AT JOHN ST,In,40.93491,-74.09905,145,FAIR LAWN,11715,NS,W,250
-8248667.2942,5002742.2472,1128,Bergen,MORLOT AVE AT JOHN ST,In,40.93491,-74.09905,164,FAIR LAWN,11715,NS,W,250
-8249043.0014,5002611.102,1129,Bergen,MORLOT AVE AT DOROTHY ST,In,40.93401,-74.10242,145,FAIR LAWN,11716,NS,W,251
-8249043.0014,5002611.102,1130,Bergen,MORLOT AVE AT DOROTHY ST,In,40.93401,-74.10242,164,FAIR LAWN,11716,NS,W,251
-8249500.6541,5002450.8844,1131,Bergen,MORLOT AVE AT MCKINLEY ST,In,40.93292,-74.10653,145,FAIR LAWN,11717,NS,W,251
-8249500.6541,5002450.8844,1132,Bergen,MORLOT AVE AT MCKINLEY ST,In,40.93292,-74.10653,164,FAIR LAWN,11717,NS,W,251
-8249710.3845,5002378.503,1133,Bergen,MORLOT AVE AT VAN SAUN PL,In,40.93242,-74.10841,145,FAIR LAWN,11718,FS,W,251
-8249710.3845,5002378.503,1134,Bergen,MORLOT AVE AT VAN SAUN PL,In,40.93242,-74.10841,164,FAIR LAWN,11718,FS,W,251
-8252242.5106,5001536.269,1135,Bergen,MORLOT AVE AT 6TH ST,Ou,40.92667,-74.13114,145,FAIR LAWN,11719,FS,W,250
-8252242.5106,5001536.269,1136,Bergen,MORLOT AVE AT 6TH ST,Ou,40.92667,-74.13114,171,FAIR LAWN,11719,FS,W,250
-8252453.6108,5001461.7856,1137,Bergen,MORLOT AVE AT 4TH ST,Ou,40.92617,-74.13304,145,FAIR LAWN,11720,FS,W,251
-8252453.6108,5001461.7856,1138,Bergen,MORLOT AVE AT 4TH ST,Ou,40.92617,-74.13304,171,FAIR LAWN,11720,FS,W,251
-8252656.8469,5001389.5791,1139,Bergen,MORLOT AVE AT 2ND ST,Ou,40.92569,-74.13487,145,FAIR LAWN,11721,FS,W,250
-8252656.8469,5001389.5791,1140,Bergen,MORLOT AVE AT 2ND ST,Ou,40.92569,-74.13487,171,FAIR LAWN,11721,FS,W,250
-8252856.8593,5001317.8032,1141,Bergen,MORLOT AVE AT ESSEX PL,Ou,40.92521,-74.13667,145,FAIR LAWN,11722,FS,W,250
-8252856.8593,5001317.8032,1142,Bergen,MORLOT AVE AT ESSEX PL,Ou,40.92521,-74.13667,171,FAIR LAWN,11722,FS,W,250
-8253055.5573,5001248.7316,1143,Bergen,MORLOT AVE AT CANGER PL,Ou,40.92473,-74.13845,145,FAIR LAWN,11723,FS,W,251
-8253055.5573,5001248.7316,1144,Bergen,MORLOT AVE AT CANGER PL,Ou,40.92473,-74.13845,171,FAIR LAWN,11723,FS,W,251
-8250078.0348,5001501.7517,1145,Bergen,PLAZA RD AT RAPHAEL ST,Ou,40.92645,-74.11178,164,FAIR LAWN,11724,FS,N,340
-8250078.0348,5001501.7517,1146,Bergen,PLAZA RD AT RAPHAEL ST,Ou,40.92645,-74.11178,171,FAIR LAWN,11724,FS,N,340
-8250187.1973,5001772.354,1147,Bergen,PLAZA RD AT WATKINS AVE,Ou,40.92828,-74.11275,164,FAIR LAWN,11725,FS,N,330
-8250187.1973,5001772.354,1148,Bergen,PLAZA RD AT WATKINS AVE,Ou,40.92828,-74.11275,171,FAIR LAWN,11725,FS,N,330
-8250422.1338,5002186.1222,1149,Bergen,PLAZA RD AT MORLOT AVE,Ou,40.93111,-74.11481,145,FAIR LAWN,11726,FS,N,332
-8250422.1338,5002186.1222,1150,Bergen,PLAZA RD AT MORLOT AVE,Ou,40.93111,-74.11481,171,FAIR LAWN,11726,FS,N,332
-8250641.3759,5002744.4789,1151,Bergen,PLAZA RD AT BERDAN AVE,Ou,40.93489,-74.11681,145,FAIR LAWN,11727,NS,N,337
-8250641.3759,5002744.4789,1152,Bergen,PLAZA RD AT BERDAN AVE,Ou,40.93489,-74.11681,171,FAIR LAWN,11727,NS,N,337
-8250887.3689,5003112.4802,1153,Bergen,PLAZA RD AT RAMAPO TERRACE,Ou,40.9374,-74.11898,145,FAIR LAWN,11728,FS,N,343
-8250887.3689,5003112.4802,1154,Bergen,PLAZA RD AT RAMAPO TERRACE,Ou,40.9374,-74.11898,171,FAIR LAWN,11728,FS,N,343
-8250929.7641,5003252.7835,1155,Bergen,PLAZA RD AT WARREN RD,Ou,40.93835,-74.11937,145,FAIR LAWN,11729,NS,N,343
-8250929.7641,5003252.7835,1156,Bergen,PLAZA RD AT WARREN RD,Ou,40.93835,-74.11937,171,FAIR LAWN,11729,NS,N,343
-8250969.655,5003297.505,1157,Bergen,PLAZA RD AT FAIR LAWN AVE,In,40.93866,-74.1197,145,FAIR LAWN,11730,FS,S,163
-8250969.655,5003297.505,1158,Bergen,PLAZA RD AT FAIR LAWN AVE,In,40.93866,-74.1197,171,FAIR LAWN,11730,FS,S,163
-8250885.5771,5003020.0449,1159,Bergen,PLAZA RD AT RAMAPO TERRACE,In,40.93678,-74.11893,145,FAIR LAWN,11731,FS,S,164
-8250885.5771,5003020.0449,1160,Bergen,PLAZA RD AT RAMAPO TERRACE,In,40.93678,-74.11893,171,FAIR LAWN,11731,FS,S,164
-8250653.0624,5002706.6563,1161,Bergen,PLAZA RD AT BERDAN AVE,In,40.93465,-74.11686,145,FAIR LAWN,11732,FS,S,161
-8250653.0624,5002706.6563,1162,Bergen,PLAZA RD AT BERDAN AVE,In,40.93465,-74.11686,171,FAIR LAWN,11732,FS,S,161
-8250588.2218,5002520.5819,1163,Bergen,PLAZA RD AT ROMAINE ST,In,40.93339,-74.11627,145,FAIR LAWN,11733,FS,S,159
-8250588.2218,5002520.5819,1164,Bergen,PLAZA RD AT ROMAINE ST,In,40.93339,-74.11627,171,FAIR LAWN,11733,FS,S,159
-8250388.0829,5002071.3996,1165,Bergen,PLAZA RD AT MORLOT AVE,In,40.93035,-74.11446,164,FAIR LAWN,11734,FS,S,151
-8250388.0829,5002071.3996,1166,Bergen,PLAZA RD AT MORLOT AVE,In,40.93035,-74.11446,171,FAIR LAWN,11734,FS,S,151
-8250164.1034,5001674.012,1167,Bergen,PLAZA RD AT WATKINS AVE,In,40.92765,-74.11245,164,FAIR LAWN,11735,FS,S,154
-8250164.1034,5001674.012,1168,Bergen,PLAZA RD AT WATKINS AVE,In,40.92765,-74.11245,171,FAIR LAWN,11735,FS,S,154
-8250078.1217,5001426.8062,1169,Bergen,PLAZA RD AT RAPHAEL ST,In,40.92597,-74.11167,164,FAIR LAWN,11736,FS,S,162
-8250078.1217,5001426.8062,1170,Bergen,PLAZA RD AT RAPHAEL ST,In,40.92597,-74.11167,171,FAIR LAWN,11736,FS,S,162
-8252147.7578,5001728.5765,1171,Bergen,RIVER RD AT BELLAIR AVE,In,40.92799,-74.13036,145,FAIR LAWN,11737,NS,N,337
-8252147.7578,5001728.5765,1172,Bergen,RIVER RD AT BELLAIR AVE,In,40.92799,-74.13036,171,FAIR LAWN,11737,NS,N,337
-8252232.747,5001939.608,1173,Bergen,RIVER RD AT PARK AVE,In,40.92942,-74.13114,145,FAIR LAWN,11738,FS,N,340
-8252232.747,5001939.608,1174,Bergen,RIVER RD AT PARK AVE,In,40.92942,-74.13114,171,FAIR LAWN,11738,FS,N,340
-8252324.2143,5002242.0534,1175,Bergen,RIVER RD AT BERDAN AVE,In,40.93148,-74.13194,145,FAIR LAWN,11739,FS,N,342
-8252324.2143,5002242.0534,1176,Bergen,RIVER RD AT BERDAN AVE,In,40.93148,-74.13194,171,FAIR LAWN,11739,FS,N,342
-8252431.0139,5002567.8453,1177,Bergen,RIVER RD AT FAIR LAWN AVE,In,40.93369,-74.1329,145,FAIR LAWN,11740,NS,N,341
-8252431.0139,5002567.8453,1178,Bergen,RIVER RD AT FAIR LAWN AVE,In,40.93369,-74.1329,171,FAIR LAWN,11740,NS,N,341
-8252463.4323,5002586.2625,1179,Bergen,RIVER RD AT FAIR LAWN AVE,Ou,40.93384,-74.1331,145,FAIR LAWN,11741,NS,S,159
-8252463.4323,5002586.2625,1180,Bergen,RIVER RD AT FAIR LAWN AVE,Ou,40.93384,-74.1331,171,FAIR LAWN,11741,NS,S,159
-8252331.4836,5002189.5265,1181,Bergen,RIVER RD AT BERDAN AVE,Ou,40.93114,-74.13194,145,FAIR LAWN,11742,NS,S,160
-8252331.4836,5002189.5265,1182,Bergen,RIVER RD AT BERDAN AVE,Ou,40.93114,-74.13194,171,FAIR LAWN,11742,NS,S,160
-8252227.556,5001858.7301,1183,Bergen,RIVER RD AT PARK AVE,Ou,40.92891,-74.13096,145,FAIR LAWN,11743,FS,S,157
-8252227.556,5001858.7301,1184,Bergen,RIVER RD AT PARK AVE,Ou,40.92891,-74.13096,171,FAIR LAWN,11743,FS,S,157
-8249914.8661,5002251.702,1185,Bergen,NJ ROUTE 208 AT MORLOT AVE,Ou,40.93157,-74.11024,148,FAIR LAWN,11744,NS,N,291
-8250129.5242,5002288.9457,1186,Bergen,NJ ROUTE 208 AT MORLOT AVE,In,40.93182,-74.11217,148,FAIR LAWN,11752,NS,S,110
-8250272.9901,5000874.0482,1187,Bergen,NORTH MIDLAND AVE & RT-4,In,40.9222,-74.11346,144,FAIR LAWN,11754,FS,E,71
-8250272.9901,5000874.0482,1188,Bergen,NORTH MIDLAND AVE & RT-4,In,40.9222,-74.11346,160,FAIR LAWN,11754,FS,E,71
-8250272.9901,5000874.0482,1189,Bergen,NORTH MIDLAND AVE & RT-4,In,40.9222,-74.11346,770,FAIR LAWN,11754,FS,E,71
-8238276.7427,5003537.1542,1190,Bergen,MADISON AVE AT OMAHA ST,Ou,40.94021,-74.0057,177,DUMONT,11289,NS,W,270
-8238276.7427,5003537.1542,1191,Bergen,MADISON AVE AT OMAHA ST,Ou,40.94021,-74.0057,753,DUMONT,11289,NS,W,270
-8238276.7427,5003537.1542,1192,Bergen,MADISON AVE AT OMAHA ST,Ou,40.94021,-74.0057,772,DUMONT,11289,NS,W,270
-8238735.4761,5003543.2048,1193,Bergen,MADISON AVE AT LINCOLN AVE,Ou,40.94024,-74.00982,167,DUMONT,11290,FS,W,270
-8238735.4761,5003543.2048,1194,Bergen,MADISON AVE AT LINCOLN AVE,Ou,40.94024,-74.00982,177,DUMONT,11290,FS,W,270
-8238735.4761,5003543.2048,1195,Bergen,MADISON AVE AT LINCOLN AVE,Ou,40.94024,-74.00982,753,DUMONT,11290,FS,W,270
-8238735.4761,5003543.2048,1196,Bergen,MADISON AVE AT LINCOLN AVE,Ou,40.94024,-74.00982,772,DUMONT,11290,FS,W,270
-8236992.9084,5003273.2421,1197,Bergen,WASHINGTON AVE AT E QUACKENBUSH AVE,Ou,40.9385,-73.99422,166,DUMONT,11292,NS,N,13
-8236992.9084,5003273.2421,1198,Bergen,WASHINGTON AVE AT E QUACKENBUSH AVE,Ou,40.9385,-73.99422,167,DUMONT,11292,NS,N,13
-8236992.9084,5003273.2421,1199,Bergen,WASHINGTON AVE AT E QUACKENBUSH AVE,Ou,40.9385,-73.99422,177,DUMONT,11292,NS,N,13
